Hospital-Standards-SE13-Staff Competency-Staff working in critical care units have specialised training and competencies.,,Hospital-Standards-SE13-Staff Competency-13.5.1.1,17 Hospital-Standards-SE13-Staff Competency-13.5.1.1,Staff working in critical care units have specialised training and competencies.,Staff working in critical care units have specialised training and competencies.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE13-Staff Competency-Staff competencies are assessed and updated regularly.,,Hospital-Standards-SE13-Staff Competency-13.5.1.2,18 Hospital-Standards-SE13-Staff Competency-13.5.1.2,Staff competencies are assessed and updated regularly.,Staff competencies are assessed and updated regularly.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE13-Staff Competency-Staffing levels are appropriate to patient acuity and unit needs.,,Hospital-Standards-SE13-Staff Competency-13.5.1.3,19 Hospital-Standards-SE13-Staff Competency-13.5.1.3,Staffing levels are appropriate to patient acuity and unit needs.,Staffing levels are appropriate to patient acuity and unit needs.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE13-Communication and Documentation-Communication among critical care team members is timely and effective.,,Hospital-Standards-SE13-Communication and Documentation-13.6.1.1,20 Hospital-Standards-SE13-Communication and Documentation-13.6.1.1,Communication among critical care team members is timely and effective.,Communication among critical care team members is timely and effective.,TRACKER,TEXT,COUNT,,,,,,optionSet
"Hospital-Standards-SE13-Communication and Documentation-Documentation is complete, accurate and supports continuity of",,,,,,,,,,,,,,optionSet
,,,,,,,,,,,,,,optionSet
Hospital-Standards-SE14-Organisation of Maternity Services-The organisation defines the scope of obstetric and maternity services it provides.,,Hospital-Standards-SE14-Organisation of Maternity Services-14.1.1.1,1 Hospital-Standards-SE14-Organisation of Maternity Services-14.1.1.1,The organisation defines the scope of obstetric and maternity services it provides.,The organisation defines the scope of obstetric and maternity services it provides.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE14-Organisation of Maternity Services-Services are coordinated across departments and units.,,Hospital-Standards-SE14-Organisation of Maternity Services-14.1.1.2,2 Hospital-Standards-SE14-Organisation of Maternity Services-14.1.1.2,Services are coordinated across departments and units.,Services are coordinated across departments and units.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE14-Organisation of Maternity Services-Services are provided by qualified and competent health professionals.,,Hospital-Standards-SE14-Organisation of Maternity Services-14.1.1.3,3 Hospital-Standards-SE14-Organisation of Maternity Services-14.1.1.3,Services are provided by qualified and competent health professionals.,Services are provided by qualified and competent health professionals.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE14-Organisation of Maternity Services-Services are based on evidence-based guidelines and protocols.,,Hospital-Standards-SE14-Organisation of Maternity Services-14.1.1.4,4 Hospital-Standards-SE14-Organisation of Maternity Services-14.1.1.4,Services are based on evidence-based guidelines and protocols.,Services are based on evidence-based guidelines and protocols.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE14-Organisation of Maternity Services-Services are documented in the patient’s medical record.,,Hospital-Standards-SE14-Organisation of Maternity Services-14.1.1.5,5 Hospital-Standards-SE14-Organisation of Maternity Services-14.1.1.5,Services are documented in the patient’s medical record.,Services are documented in the patient’s medical record.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE14-Antenatal Care-Antenatal care is provided according to national guidelines.,,Hospital-Standards-SE14-Antenatal Care-14.2.1.1,6 Hospital-Standards-SE14-Antenatal Care-14.2.1.1,Antenatal care is provided according to national guidelines.,Antenatal care is provided according to national guidelines.,TRACKER,TEXT,COUNT,,,,,,optionSet
"Hospital-Standards-SE14-Antenatal Care-Antenatal assessments include history, examination and investigations.",,Hospital-Standards-SE14-Antenatal Care-14.2.1.2,7 Hospital-Standards-SE14-Antenatal Care-14.2.1.2,"Antenatal assessments include history, examination and investigations.","Antenatal assessments include history, examination and investigations.",TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE14-Antenatal Care-Risk factors are identified and managed appropriately.,,Hospital-Standards-SE14-Antenatal Care-14.2.1.3,8 Hospital-Standards-SE14-Antenatal Care-14.2.1.3,Risk factors are identified and managed appropriately.,Risk factors are identified and managed appropriately.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE14-Antenatal Care-Education and counselling are provided during antenatal visits.,,Hospital-Standards-SE14-Antenatal Care-14.2.1.4,9 Hospital-Standards-SE14-Antenatal Care-14.2.1.4,Education and counselling are provided during antenatal visits.,Education and counselling are provided during antenatal visits.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE14-Intrapartum Care-Labour and delivery care is provided in a safe and supportive environment.,,Hospital-Standards-SE14-Intrapartum Care-14.3.1.1,10 Hospital-Standards-SE14-Intrapartum Care-14.3.1.1,Labour and delivery care is provided in a safe and supportive environment.,Labour and delivery care is provided in a safe and supportive environment.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE14-Intrapartum Care-Labour is monitored using standard tools and protocols.,,Hospital-Standards-SE14-Intrapartum Care-14.3.1.2,11 Hospital-Standards-SE14-Intrapartum Care-14.3.1.2,Labour is monitored using standard tools and protocols.,Labour is monitored using standard tools and protocols.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE14-Intrapartum Care-Emergency obstetric care is available and accessible.,,Hospital-Standards-SE14-Intrapartum Care-14.3.1.3,12 Hospital-Standards-SE14-Intrapartum Care-14.3.1.3,Emergency obstetric care is available and accessible.,Emergency obstetric care is available and accessible.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE14-Intrapartum Care-Birth is documented in the patient’s medical record.,,Hospital-Standards-SE14-Intrapartum Care-14.3.1.4,13 Hospital-Standards-SE14-Intrapartum Care-14.3.1.4,Birth is documented in the patient’s medical record.,Birth is documented in the patient’s medical record.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE14-Postnatal Care-Postnatal care is provided to mothers and newborns.,,Hospital-Standards-SE14-Postnatal Care-14.4.1.1,14 Hospital-Standards-SE14-Postnatal Care-14.4.1.1,Postnatal care is provided to mothers and newborns.,Postnatal care is provided to mothers and newborns.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE14-Postnatal Care-Postnatal assessments include physical and emotional wellbeing.,,Hospital-Standards-SE14-Postnatal Care-14.4.1.2,15 Hospital-Standards-SE14-Postnatal Care-14.4.1.2,Postnatal assessments include physical and emotional wellbeing.,Postnatal assessments include physical and emotional wellbeing.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE14-Postnatal Care-Education and counselling are provided during postnatal visits.,,Hospital-Standards-SE14-Postnatal Care-14.4.1.3,16 Hospital-Standards-SE14-Postnatal Care-14.4.1.3,Education and counselling are provided during postnatal visits.,Education and counselling are provided during postnatal visits.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE14-Postnatal Care-Postnatal care is documented in the medical record.,,Hospital-Standards-SE14-Postnatal Care-14.4.1.4,17 Hospital-Standards-SE14-Postnatal Care-14.4.1.4,Postnatal care is documented in the medical record.,Postnatal care is documented in the medical record.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE14-Newborn Care-Newborns receive immediate and essential care after birth.,,Hospital-Standards-SE14-Newborn Care-14.5.1.1,18 Hospital-Standards-SE14-Newborn Care-14.5.1.1,Newborns receive immediate and essential care after birth.,Newborns receive immediate and essential care after birth.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE14-Newborn Care-Newborn assessments include physical examination and screening.,,Hospital-Standards-SE14-Newborn Care-14.5.1.2,19 Hospital-Standards-SE14-Newborn Care-14.5.1.2,Newborn assessments include physical examination and screening.,Newborn assessments include physical examination and screening.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE14-Newborn Care-Newborns are monitored for complications and referred as needed.,,Hospital-Standards-SE14-Newborn Care-14.5.1.3,20 Hospital-Standards-SE14-Newborn Care-14.5.1.3,Newborns are monitored for complications and referred as needed.,Newborns are monitored for complications and referred as needed.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE14-Newborn Care-Newborn care is documented,,,,,,,,,,,,,,optionSet
,,,,,,,,,,,,,,optionSet
Hospital-Standards-SE15-Organisation of Psychiatric Services-The organisation defines the scope of psychiatric services it provides.,,Hospital-Standards-SE15-Organisation of Psychiatric Services-15.1.1.1,1 Hospital-Standards-SE15-Organisation of Psychiatric Services-15.1.1.1,The organisation defines the scope of psychiatric services it provides.,The organisation defines the scope of psychiatric services it provides.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE15-Organisation of Psychiatric Services-Psychiatric services are coordinated across departments and units.,,Hospital-Standards-SE15-Organisation of Psychiatric Services-15.1.1.2,2 Hospital-Standards-SE15-Organisation of Psychiatric Services-15.1.1.2,Psychiatric services are coordinated across departments and units.,Psychiatric services are coordinated across departments and units.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE15-Organisation of Psychiatric Services-Psychiatric services are provided by qualified and competent mental health professionals.,,Hospital-Standards-SE15-Organisation of Psychiatric Services-15.1.1.3,3 Hospital-Standards-SE15-Organisation of Psychiatric Services-15.1.1.3,Psychiatric services are provided by qualified and competent mental health professionals.,Psychiatric services are provided by qualified and competent mental health professionals.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE15-Organisation of Psychiatric Services-Psychiatric services are based on evidence-based guidelines and protocols.,,Hospital-Standards-SE15-Organisation of Psychiatric Services-15.1.1.4,4 Hospital-Standards-SE15-Organisation of Psychiatric Services-15.1.1.4,Psychiatric services are based on evidence-based guidelines and protocols.,Psychiatric services are based on evidence-based guidelines and protocols.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE15-Organisation of Psychiatric Services-Psychiatric services are documented in the patient’s medical record.,,Hospital-Standards-SE15-Organisation of Psychiatric Services-15.1.1.5,5 Hospital-Standards-SE15-Organisation of Psychiatric Services-15.1.1.5,Psychiatric services are documented in the patient’s medical record.,Psychiatric services are documented in the patient’s medical record.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE15-Patient Assessment-Patients receive a comprehensive psychiatric assessment at admission.,,Hospital-Standards-SE15-Patient Assessment-15.2.1.1,6 Hospital-Standards-SE15-Patient Assessment-15.2.1.1,Patients receive a comprehensive psychiatric assessment at admission.,Patients receive a comprehensive psychiatric assessment at admission.,TRACKER,TEXT,COUNT,,,,,,optionSet
"Hospital-Standards-SE15-Patient Assessment-Assessments include mental status, history, risk factors and relevant investigations.",,Hospital-Standards-SE15-Patient Assessment-15.2.1.2,7 Hospital-Standards-SE15-Patient Assessment-15.2.1.2,"Assessments include mental status, history, risk factors and relevant investigations.","Assessments include mental status, history, risk factors and relevant investigations.",TRACKER,TEXT,COUNT,,,,,,optionSet
